id_abo,debut_abonnement,genre,type_abonnement,tarif_mensuel,age
20718768,2028-03-17,femme,10trajet_sem_tous,16,31
27376388,2028-02-14,,2trajet_sem_tous,6,47
14601193,2028-03-30,femme,2trajet_sem_tous,6,38
3034237,2027-12-30,femme,2trajet_sem_meca,3,28
21972758,2027-07-18,non-binaire,10trajet_sem_tous,16,27
21820003,2027-09-18,homme,2trajet_sem_tous,6,39
4005929,2027-11-08,non-binaire,10trajet_sem_tous,16,39
16455291,2027-08-02,non-binaire,2trajet_sem_meca,3,23
4776347,2027-12-14,homme,2trajet_sem_meca,3,33
25010915,2028-02-20,homme,illimité,25,42
28134299,2027-07-03,femme,2trajet_sem_meca,3,23
29117697,2027-09-22,femme,2trajet_sem_meca,3,25
19242711,2027-11-09,femme,10trajet_sem_tous,16,34
11224441,2027-08-12,homme,2trajet_sem_tous,6,34
23301188,2027-10-18,femme,2trajet_sem_tous,6,38
19551889,2027-07-08,homme,2trajet_sem_meca,3,23
9842740,2027-08-18,femme,2trajet_sem_meca,3,24
17838685,2028-04-14,femme,2trajet_sem_meca,3,16
23380055,2028-03-12,homme,2trajet_sem_meca,3,20
26199880,2028-05-27,femme,2trajet_sem_meca,3,19
7177451,2027-09-27,femme,2trajet_sem_tous,6,39
23458113,2027-09-26,femme,2trajet_sem_tous,6,44
25734482,2027-06-16,femme,2trajet_sem_tous,6,46
16953973,2027-09-24,homme,illimité,25,44
2631432,2027-07-08,femme,2trajet_sem_tous,6,44
8072100,2028-01-10,,10trajet_sem_meca,8,20
13163233,2027-09-05,femme,2trajet_sem_meca,3,26
7840819,2027-07-01,homme,2trajet_sem_tous,6,33
9001959,2028-04-26,femme,2trajet_sem_tous,6,33
9482827,2027-07-21,homme,2trajet_sem_meca,3,29
10208849,2028-02-02,femme,2trajet_sem_meca,3,31
6376808,2027-08-20,femme,2trajet_sem_meca,3,17
20657047,2028-05-12,femme,2trajet_sem_tous,6,44
14725025,2027-12-08,femme,10trajet_sem_meca,8,27
4772648,2027-08-12,femme,2trajet_sem_meca,3,25
23774424,2027-07-15,femme,2trajet_sem_tous,6,40
30444780,2028-05-19,non-binaire,10trajet_sem_meca,8,27
13269469,2027-07-15,non-binaire,illimité,25,45
21787215,2027-08-30,homme,2trajet_sem_meca,3,31
13470688,2028-04-23,homme,2trajet_sem_meca,3,26
17055287,2027-09-09,femme,2trajet_sem_meca,3,26
16677966,2028-04-07,homme,10trajet_sem_tous,16,29
2055469,2027-08-20,homme,2trajet_sem_meca,3,24
10967792,2027-06-22,homme,2trajet_sem_meca,3,29
14138046,2027-07-02,femme,2trajet_sem_tous,6,44
1479564,2028-01-21,,2trajet_sem_meca,3,28
22005188,2027-06-15,homme,2trajet_sem_tous,6,37
1353868,2028-05-23,homme,2trajet_sem_meca,3,29
1268865,2027-10-02,femme,illimité,25,42
23389298,2027-08-04,femme,2trajet_sem_meca,3,18
9201766,2028-01-14,homme,2trajet_sem_meca,3,30
1773673,2027-10-12,homme,2trajet_sem_tous,6,51
21764395,2027-10-24,homme,2trajet_sem_meca,3,27
25370536,2027-07-05,homme,2trajet_sem_tous,6,44
12051486,2027-06-21,femme,2trajet_sem_tous,6,33
30674081,2027-07-28,femme,2trajet_sem_meca,3,22
16784697,2028-01-17,femme,10trajet_sem_meca,8,27
22559347,2027-08-24,femme,2trajet_sem_meca,3,31
21734284,2028-02-29,,2trajet_sem_meca,3,23
6963646,2027-09-01,,2trajet_sem_meca,3,34
12641561,2028-05-29,femme,10trajet_sem_meca,8,24
26789655,2027-07-02,femme,10trajet_sem_meca,8,29
25628594,2027-07-29,homme,2trajet_sem_tous,6,41
18946876,2027-09-12,femme,2trajet_sem_tous,6,21
20056691,2027-08-05,homme,2trajet_sem_meca,3,22
10499079,2028-03-08,femme,2trajet_sem_tous,6,41
27581509,2027-09-14,,2trajet_sem_meca,3,21
6210723,2027-07-25,femme,2trajet_sem_meca,3,27
19019448,2027-06-07,homme,2trajet_sem_meca,3,38
8436693,2028-04-15,homme,2trajet_sem_tous,6,36
24373296,2027-07-03,femme,2trajet_sem_tous,6,44
20505790,2027-07-27,homme,2trajet_sem_tous,6,39
757107,2028-03-21,homme,2trajet_sem_meca,3,28
23525782,2027-08-17,non-binaire,2trajet_sem_meca,3,27
30157058,2027-08-13,femme,10trajet_sem_tous,16,34
25592659,2028-04-29,femme,2trajet_sem_meca,3,25
23817885,2028-03-24,femme,10trajet_sem_meca,8,27
27664583,2027-11-14,non-binaire,2trajet_sem_meca,3,26
14626371,2027-07-28,homme,2trajet_sem_meca,3,23
22740324,2027-08-18,femme,2trajet_sem_tous,6,35
4628323,2028-04-08,femme,10trajet_sem_meca,8,27
9754875,2027-10-08,,2trajet_sem_meca,3,38
18472410,2028-03-10,femme,2trajet_sem_meca,3,24
5120769,2027-07-05,homme,2trajet_sem_tous,6,34
25769379,2027-09-07,homme,10trajet_sem_tous,16,38
14015568,2028-05-01,,2trajet_sem_meca,3,20
5927324,2027-09-30,,2trajet_sem_tous,6,48
1193153,2027-06-23,homme,2trajet_sem_meca,3,29
26544874,2028-04-14,non-binaire,2trajet_sem_meca,3,35
21620880,2027-07-13,femme,10trajet_sem_meca,8,23
11030932,2027-07-20,femme,2trajet_sem_tous,6,42
7267151,2027-10-17,homme,10trajet_sem_tous,16,33
2259380,2028-01-21,femme,10trajet_sem_meca,8,25
17245268,2027-08-15,femme,2trajet_sem_tous,6,41
29882329,2027-09-28,homme,2trajet_sem_meca,3,17
7900474,2028-05-30,femme,2trajet_sem_tous,6,41
27889447,2027-06-06,homme,2trajet_sem_meca,3,30
29733633,2027-07-26,non-binaire,2trajet_sem_meca,3,26
10964360,2028-05-02,femme,2trajet_sem_tous,6,39
24037568,2028-02-28,homme,10trajet_sem_tous,16,31
14416186,2027-07-11,femme,2trajet_sem_tous,6,37
21458540,2028-04-17,homme,illimité,25,43
22994222,2027-08-19,femme,2trajet_sem_meca,3,29
30273065,2027-08-01,homme,2trajet_sem_tous,6,40
11093283,2027-08-14,femme,10trajet_sem_meca,8,24
14955448,2027-10-06,femme,2trajet_sem_tous,6,40
15664917,2027-07-17,homme,2trajet_sem_meca,3,25
20181555,2027-08-28,femme,2trajet_sem_meca,3,25
14311740,2027-08-17,homme,2trajet_sem_tous,6,38
1328353,2027-10-02,femme,2trajet_sem_meca,3,24
23146217,2028-02-20,homme,10trajet_sem_meca,8,23
4059821,2028-01-09,non-binaire,2trajet_sem_tous,6,42
10548239,2027-09-12,homme,2trajet_sem_meca,3,29
5873265,2027-06-05,femme,2trajet_sem_meca,3,24
5982033,2027-09-20,homme,2trajet_sem_tous,6,44
26768728,2027-06-24,femme,2trajet_sem_tous,6,42
1120726,2028-05-17,femme,2trajet_sem_meca,3,16
27903180,2027-09-18,femme,2trajet_sem_tous,6,29
27733819,2027-07-08,femme,2trajet_sem_meca,3,23
24538300,2027-07-09,homme,10trajet_sem_meca,8,22
13091728,2027-07-07,femme,2trajet_sem_meca,3,27
19473047,2027-07-22,,2trajet_sem_meca,3,19
2646248,2028-03-11,homme,2trajet_sem_tous,6,33
18738244,2027-06-10,,illimité,25,37
12211183,2027-08-31,femme,10trajet_sem_meca,8,22
8992741,2028-03-08,femme,2trajet_sem_meca,3,20
7238698,2027-10-12,femme,2trajet_sem_tous,6,45
6813518,2027-11-15,homme,2trajet_sem_tous,6,42
28300490,2028-05-06,femme,10trajet_sem_meca,8,26
13459480,2027-09-13,homme,2trajet_sem_meca,3,25
1190921,2027-07-29,homme,10trajet_sem_meca,8,21
29277503,2028-05-13,non-binaire,2trajet_sem_tous,6,32
15403762,2027-07-13,homme,2trajet_sem_tous,6,42
29362837,2028-02-21,non-binaire,2trajet_sem_tous,6,42
13991558,2027-10-15,,2trajet_sem_tous,6,32
5363454,2027-09-20,femme,10trajet_sem_meca,8,22
19734847,2027-08-23,femme,2trajet_sem_tous,6,40
12374655,2028-05-30,homme,2trajet_sem_tous,6,48
18684990,2027-08-11,,2trajet_sem_meca,3,25
30834490,2028-05-01,homme,2trajet_sem_tous,6,38
7007593,2027-07-20,non-binaire,2trajet_sem_tous,6,48
13068659,2027-10-13,femme,2trajet_sem_meca,3,24
4049895,2027-09-26,homme,2trajet_sem_meca,3,31
28781181,2027-10-13,femme,2trajet_sem_tous,6,48
18483989,2027-11-08,homme,10trajet_sem_meca,8,25
1483037,2028-03-23,homme,2trajet_sem_tous,6,53
9673371,2027-07-30,femme,2trajet_sem_meca,3,22
28566055,2027-08-12,,2trajet_sem_tous,6,44
5519044,2027-08-10,femme,10trajet_sem_meca,8,20
26491521,2027-08-29,femme,2trajet_sem_meca,3,24
10122713,2027-10-27,homme,2trajet_sem_tous,6,37
10552452,2028-05-11,femme,2trajet_sem_tous,6,30
6900921,2027-07-28,femme,2trajet_sem_tous,6,36
5009074,2027-09-30,femme,2trajet_sem_tous,6,41
27609451,2028-03-03,homme,2trajet_sem_tous,6,41
14769737,2027-08-05,femme,10trajet_sem_tous,16,25
10980223,2028-03-23,femme,2trajet_sem_tous,6,34
15796782,2028-05-05,femme,2trajet_sem_meca,3,30
21010447,2028-03-02,homme,10trajet_sem_meca,8,24
12247520,2027-07-27,femme,2trajet_sem_meca,3,25
24207349,2028-06-03,femme,2trajet_sem_tous,6,40
18028838,2028-03-03,femme,2trajet_sem_tous,6,35
20683454,2028-05-22,femme,2trajet_sem_tous,6,40
22634607,2027-08-17,femme,2trajet_sem_meca,3,36
29535910,2027-09-01,femme,10trajet_sem_meca,8,21
19593704,2027-09-07,,2trajet_sem_meca,3,27
22903706,2027-06-25,femme,illimité,25,37
7981326,2027-12-30,femme,2trajet_sem_meca,3,33
30683319,2027-11-07,femme,2trajet_sem_meca,3,23
19365822,2027-11-23,femme,2trajet_sem_tous,6,39
7068011,2027-12-17,femme,2trajet_sem_tous,6,58
421614,2028-04-08,femme,10trajet_sem_meca,8,35
7064960,2027-06-27,femme,2trajet_sem_meca,3,30
22019762,2027-06-22,,2trajet_sem_tous,6,29
9147309,2027-09-06,homme,2trajet_sem_meca,3,20
11779064,2027-08-28,femme,10trajet_sem_tous,16,33
25076263,2027-07-16,homme,2trajet_sem_tous,6,39
26633392,2027-08-03,,2trajet_sem_meca,3,28
26958629,2027-08-02,non-binaire,2trajet_sem_meca,3,21
4107767,2027-12-04,homme,2trajet_sem_tous,6,40
18143905,2028-04-12,homme,2trajet_sem_meca,3,29
17092106,2027-07-01,femme,illimité,25,39
27574018,2027-06-22,femme,2trajet_sem_meca,3,27
29754735,2028-05-26,non-binaire,2trajet_sem_tous,6,28
15872705,2027-07-18,femme,2trajet_sem_tous,6,40
15305180,2028-01-17,femme,2trajet_sem_meca,3,19
6214109,2027-10-15,femme,2trajet_sem_tous,6,40
2714683,2027-09-02,homme,10trajet_sem_meca,8,24
19082243,2028-05-21,non-binaire,2trajet_sem_meca,3,30
6609854,2027-11-04,,2trajet_sem_meca,3,22
21363443,2027-12-12,homme,2trajet_sem_meca,3,36
25547882,2027-07-09,femme,2trajet_sem_meca,3,27
16614096,2027-08-05,femme,10trajet_sem_meca,8,26
1952008,2027-07-16,femme,10trajet_sem_tous,16,35
29304400,2027-12-22,femme,2trajet_sem_tous,6,43
28059185,2028-04-23,homme,2trajet_sem_meca,3,39
27865792,2027-09-15,femme,10trajet_sem_tous,16,33
21320881,2028-05-11,femme,2trajet_sem_tous,6,44
89687,2027-07-13,femme,2trajet_sem_meca,3,21
8117722,2027-09-17,femme,2trajet_sem_meca,3,31
9801607,2027-09-14,non-binaire,2trajet_sem_tous,6,26
27863657,2027-07-31,homme,2trajet_sem_tous,6,51
19372931,2027-11-24,homme,2trajet_sem_meca,3,29
23815066,2027-06-24,non-binaire,2trajet_sem_tous,6,46
26001981,2027-09-11,femme,2trajet_sem_meca,3,26
8838278,2028-01-05,femme,2trajet_sem_tous,6,28
30052540,2027-08-11,homme,2trajet_sem_tous,6,27
26593544,2028-05-22,homme,10trajet_sem_tous,16,36
4019515,2027-09-03,homme,2trajet_sem_tous,6,43
5854549,2027-08-27,femme,2trajet_sem_meca,3,24
28339241,2027-12-11,femme,10trajet_sem_tous,16,23
4049327,2028-03-24,non-binaire,2trajet_sem_meca,3,19
19686433,2027-11-06,homme,2trajet_sem_meca,3,29
20718160,2027-11-01,homme,2trajet_sem_meca,3,22
25407862,2027-06-21,homme,illimité,25,39
2557106,2027-07-05,femme,2trajet_sem_tous,6,39
21752864,2028-05-08,,2trajet_sem_tous,6,33
7960931,2028-05-14,homme,2trajet_sem_meca,3,17
6550826,2027-07-30,homme,10trajet_sem_meca,8,19
7410519,2027-06-19,,10trajet_sem_meca,8,25
21867223,2027-12-08,femme,2trajet_sem_tous,6,49
3977267,2027-09-14,homme,10trajet_sem_meca,8,24
3982344,2027-07-15,homme,2trajet_sem_tous,6,31
22435366,2027-06-08,homme,2trajet_sem_tous,6,40
5698892,2028-02-17,homme,2trajet_sem_meca,3,21
20736125,2028-05-10,homme,2trajet_sem_meca,3,21
15235815,2027-12-01,femme,2trajet_sem_tous,6,49
26986874,2027-10-03,femme,2trajet_sem_meca,3,18
20184074,2027-08-10,femme,2trajet_sem_meca,3,23
10704458,2027-11-03,femme,2trajet_sem_tous,6,36
7361217,2027-06-16,homme,10trajet_sem_tous,16,31
13018603,2028-05-27,femme,illimité,25,37
29093836,2027-07-19,homme,10trajet_sem_meca,8,22
12578134,2028-03-13,homme,2trajet_sem_tous,6,30
4478212,2027-10-26,femme,2trajet_sem_tous,6,38
29638090,2028-02-21,homme,2trajet_sem_tous,6,32
12345234,2028-02-08,femme,2trajet_sem_meca,3,23
25207207,2027-08-23,femme,2trajet_sem_tous,6,39
23500698,2027-11-16,homme,2trajet_sem_meca,3,28
25234151,2027-09-10,,illimité,25,44
19777106,2028-05-03,homme,2trajet_sem_meca,3,17
15406003,2027-08-17,homme,2trajet_sem_meca,3,29
424533,2027-09-04,,10trajet_sem_meca,8,21
139942,2027-07-12,femme,10trajet_sem_tous,16,33
9086172,2027-07-01,femme,2trajet_sem_tous,6,43
498361,2028-04-19,homme,2trajet_sem_meca,3,22
11391734,2028-01-24,femme,10trajet_sem_tous,16,37
29140485,2027-08-25,,2trajet_sem_tous,6,56
20563149,2028-02-02,femme,2trajet_sem_meca,3,30
1340972,2028-04-12,femme,2trajet_sem_meca,3,24
720508,2027-09-11,femme,2trajet_sem_tous,6,33
17452310,2027-11-09,homme,2trajet_sem_tous,6,39
614110,2028-03-21,homme,illimité,25,44
28772120,2027-08-18,,2trajet_sem_tous,6,43
28772188,2027-08-29,homme,10trajet_sem_meca,8,29
28510657,2027-08-30,femme,2trajet_sem_tous,6,43
14577052,2027-09-14,femme,illimité,25,40
13883050,2028-02-26,femme,2trajet_sem_tous,6,27
26681268,2027-09-07,femme,10trajet_sem_tous,16,32
18578983,2027-08-14,femme,2trajet_sem_meca,3,24
25848377,2027-09-26,femme,10trajet_sem_tous,16,34
26810141,2028-03-31,femme,2trajet_sem_tous,6,39
7040483,2028-03-23,homme,10trajet_sem_meca,8,19
28427680,2027-09-28,homme,2trajet_sem_meca,3,21
4366837,2027-07-03,femme,10trajet_sem_meca,8,21
9814048,2027-12-14,,2trajet_sem_meca,3,27
15002319,2027-07-12,,2trajet_sem_tous,6,47
19532740,2027-08-24,homme,2trajet_sem_meca,3,24
28752585,2028-02-28,non-binaire,2trajet_sem_meca,3,25
794981,2027-06-26,homme,2trajet_sem_meca,3,24
27211630,2028-01-23,homme,2trajet_sem_tous,6,52
6363553,2027-09-28,femme,2trajet_sem_meca,3,22
10025323,2027-07-01,femme,2trajet_sem_tous,6,28
2900887,2027-11-15,femme,2trajet_sem_tous,6,41
8268545,2028-03-09,homme,2trajet_sem_tous,6,32
1148932,2028-01-08,femme,2trajet_sem_tous,6,35
28931536,2027-09-27,homme,2trajet_sem_tous,6,54
2484592,2028-05-06,femme,2trajet_sem_meca,3,22
26678145,2027-10-16,homme,2trajet_sem_meca,3,34
13301965,2027-08-31,femme,2trajet_sem_meca,3,27
8966716,2028-05-12,femme,2trajet_sem_tous,6,44
20318804,2027-07-13,femme,10trajet_sem_meca,8,23
14662279,2027-07-26,femme,2trajet_sem_meca,3,26
26422215,2027-10-11,,2trajet_sem_tous,6,40
3026462,2028-03-17,femme,2trajet_sem_meca,3,26
7192842,2028-05-26,non-binaire,2trajet_sem_meca,3,25
12648105,2027-08-02,femme,10trajet_sem_tous,16,29
13125480,2027-08-20,femme,10trajet_sem_meca,8,20
10994289,2028-04-16,femme,2trajet_sem_tous,6,45
7158265,2028-05-10,,2trajet_sem_tous,6,26
13821224,2028-04-26,homme,illimité,25,46
26689199,2027-07-14,femme,2trajet_sem_meca,3,24
781018,2028-05-24,femme,2trajet_sem_meca,3,27
1846570,2027-10-05,,2trajet_sem_tous,6,36
10767953,2027-09-19,homme,2trajet_sem_meca,3,20
24025656,2027-06-23,femme,2trajet_sem_tous,6,41
24017781,2027-08-28,femme,10trajet_sem_meca,8,31
1879702,2027-08-19,femme,2trajet_sem_tous,6,41
873689,2028-05-27,homme,2trajet_sem_tous,6,39
25912268,2028-05-29,femme,2trajet_sem_meca,3,34
13995623,2027-12-15,non-binaire,10trajet_sem_meca,8,25
29628893,2028-05-29,homme,2trajet_sem_meca,3,26
1885013,2027-07-10,homme,2trajet_sem_tous,6,35
24098278,2027-07-22,femme,10trajet_sem_tous,16,34
20239051,2027-07-14,femme,10trajet_sem_meca,8,16
961500,2027-12-22,homme,2trajet_sem_tous,6,38
18813735,2027-07-11,femme,2trajet_sem_tous,6,41
3146336,2028-02-01,homme,10trajet_sem_tous,16,32
21825411,2028-01-16,homme,2trajet_sem_tous,6,35
23669211,2028-02-10,femme,2trajet_sem_tous,6,30
18326021,2028-05-22,femme,2trajet_sem_meca,3,19
10489640,2027-08-31,femme,2trajet_sem_tous,6,43
1384471,2027-06-09,femme,2trajet_sem_meca,3,29
28429311,2028-05-03,homme,10trajet_sem_meca,8,27
4124677,2027-10-11,homme,10trajet_sem_tous,16,26
18632259,2027-08-24,femme,10trajet_sem_tous,16,23
13091760,2027-07-23,homme,2trajet_sem_tous,6,44
24752442,2028-05-04,non-binaire,2trajet_sem_tous,6,35
17110154,2028-01-30,femme,10trajet_sem_tous,16,38
27001143,2028-02-19,homme,2trajet_sem_tous,6,44
30726462,2027-09-18,,2trajet_sem_meca,3,17
12111226,2027-07-10,,2trajet_sem_tous,6,41
2477129,2027-12-07,homme,2trajet_sem_meca,3,24
4494021,2027-09-06,homme,2trajet_sem_tous,6,59
13129407,2027-06-29,femme,2trajet_sem_meca,3,30
3114698,2028-05-10,femme,2trajet_sem_meca,3,18
30826308,2027-08-18,femme,2trajet_sem_meca,3,34
28550258,2027-08-29,homme,illimité,25,47
3510771,2027-09-01,non-binaire,2trajet_sem_tous,6,35
9206201,2027-06-30,femme,10trajet_sem_meca,8,27
25467489,2027-09-19,,2trajet_sem_tous,6,49
116059,2027-12-03,femme,10trajet_sem_tous,16,34
26340587,2027-06-15,femme,10trajet_sem_meca,8,29
18737244,2027-06-15,homme,2trajet_sem_meca,3,26
25025355,2027-07-24,homme,illimité,25,45
16922447,2027-09-09,femme,2trajet_sem_meca,3,26
4112082,2028-03-25,,2trajet_sem_tous,6,46
3631916,2028-02-03,homme,2trajet_sem_tous,6,33
28945737,2027-07-22,femme,illimité,25,44
6686893,2028-03-03,femme,10trajet_sem_tous,16,29
23494249,2028-04-03,femme,2trajet_sem_meca,3,31
18210881,2028-01-08,femme,2trajet_sem_tous,6,38
13648027,2027-07-30,non-binaire,2trajet_sem_meca,3,31
17999196,2027-09-12,femme,2trajet_sem_meca,3,32
10522700,2027-06-24,homme,2trajet_sem_tous,6,27
13961746,2027-08-20,femme,2trajet_sem_meca,3,24
21954962,2027-07-24,non-binaire,2trajet_sem_tous,6,47
11705961,2027-06-19,homme,2trajet_sem_tous,6,47
27477160,2027-06-25,homme,2trajet_sem_tous,6,55
15744822,2027-09-16,homme,10trajet_sem_meca,8,28
8777857,2027-06-10,non-binaire,illimité,25,40
9599784,2027-12-31,non-binaire,illimité,25,42
15429278,2027-07-12,non-binaire,10trajet_sem_tous,16,27
24764116,2027-11-29,femme,2trajet_sem_tous,6,32
24366149,2027-08-19,femme,2trajet_sem_meca,3,32
18996283,2027-08-03,femme,2trajet_sem_tous,6,30
21177814,2027-10-01,homme,2trajet_sem_tous,6,44
9833476,2027-06-19,homme,2trajet_sem_meca,3,24
2582989,2027-08-26,femme,2trajet_sem_meca,3,21
5975278,2027-07-15,non-binaire,2trajet_sem_tous,6,46
7248744,2028-04-27,homme,10trajet_sem_meca,8,18
24211741,2027-08-23,femme,2trajet_sem_tous,6,33
5739754,2028-03-02,homme,2trajet_sem_tous,6,38
25279397,2027-06-21,femme,10trajet_sem_meca,8,25
16545614,2027-07-08,homme,10trajet_sem_tous,16,27
22542198,2027-09-09,homme,2trajet_sem_meca,3,29
7128964,2028-02-27,homme,2trajet_sem_tous,6,34
18382308,2028-03-15,homme,10trajet_sem_tous,16,36
14108603,2027-07-20,homme,2trajet_sem_meca,3,31
3370738,2028-03-28,femme,2trajet_sem_meca,3,37
11117017,2027-11-05,femme,2trajet_sem_tous,6,41
11765723,2027-08-18,non-binaire,2trajet_sem_tous,6,49
24575964,2027-08-24,,2trajet_sem_meca,3,31
9537385,2028-02-02,,2trajet_sem_tous,6,33
27218259,2027-07-18,homme,2trajet_sem_tous,6,31
2413555,2027-07-26,femme,illimité,25,50
3033684,2027-09-14,femme,2trajet_sem_tous,6,27
25295806,2027-11-29,homme,2trajet_sem_tous,6,57
24922427,2028-03-19,femme,10trajet_sem_meca,8,20
10711798,2027-06-30,homme,2trajet_sem_tous,6,32
19182530,2028-04-13,femme,2trajet_sem_meca,3,25
21829184,2027-09-17,homme,10trajet_sem_meca,8,21
20033592,2027-08-05,femme,2trajet_sem_tous,6,35
27978193,2027-07-05,femme,2trajet_sem_meca,3,21
21156750,2028-02-06,femme,2trajet_sem_tous,6,38
11513090,2027-08-10,femme,10trajet_sem_meca,8,26
6316961,2027-08-03,homme,illimité,25,42
18418834,2027-06-14,homme,2trajet_sem_meca,3,25
13195895,2027-09-24,non-binaire,10trajet_sem_meca,8,28
25249202,2027-11-21,femme,2trajet_sem_tous,6,42
25680490,2028-03-03,homme,2trajet_sem_meca,3,25
9775809,2027-12-18,femme,2trajet_sem_meca,3,27
4449426,2028-01-22,non-binaire,10trajet_sem_tous,16,24
19573696,2027-09-10,homme,2trajet_sem_meca,3,25
18575533,2027-09-25,femme,2trajet_sem_meca,3,31
10286066,2027-09-15,femme,2trajet_sem_meca,3,28
17732495,2027-07-04,homme,illimité,25,44
1753261,2028-04-05,homme,2trajet_sem_meca,3,25
1607583,2027-10-18,femme,2trajet_sem_tous,6,43
26348192,2027-11-02,femme,illimité,25,41
27868179,2028-03-14,homme,10trajet_sem_meca,8,21
20997936,2028-05-16,homme,2trajet_sem_tous,6,42
5328503,2027-07-31,homme,illimité,25,43
11887312,2027-08-19,non-binaire,10trajet_sem_tous,16,33
8883139,2027-06-13,femme,illimité,25,48
30022847,2028-01-16,,10trajet_sem_tous,16,40
11635253,2027-08-28,homme,2trajet_sem_meca,3,29
22904008,2027-07-27,femme,2trajet_sem_tous,6,41
4785415,2028-05-17,non-binaire,2trajet_sem_tous,6,39
14573803,2027-09-15,,2trajet_sem_tous,6,36
7267245,2027-06-18,femme,10trajet_sem_tous,16,35
14838572,2028-04-26,homme,2trajet_sem_tous,6,47
25058155,2028-05-19,femme,2trajet_sem_meca,3,24
7839017,2027-09-25,,10trajet_sem_meca,8,23
16136240,2027-10-20,femme,2trajet_sem_meca,3,19
17782748,2028-04-23,femme,10trajet_sem_meca,8,26
21081563,2027-12-16,femme,illimité,25,41
222566,2027-08-07,,2trajet_sem_tous,6,34
16172601,2027-07-01,homme,10trajet_sem_meca,8,29
408001,2027-10-13,femme,2trajet_sem_tous,6,46
5895436,2028-01-02,femme,2trajet_sem_meca,3,24
5776543,2027-07-25,homme,illimité,25,42
20696299,2028-02-05,,10trajet_sem_tous,16,42
28611934,2028-01-27,homme,2trajet_sem_tous,6,37
15557567,2027-07-03,homme,2trajet_sem_meca,3,22
20278646,2027-11-24,,2trajet_sem_tous,6,29
1127540,2027-08-12,homme,2trajet_sem_tous,6,41
1844606,2027-08-05,femme,2trajet_sem_tous,6,28
22905129,2027-11-17,femme,2trajet_sem_meca,3,16
21367495,2028-05-13,femme,2trajet_sem_meca,3,26
15138592,2027-10-10,homme,2trajet_sem_tous,6,38
1727180,2027-08-28,,2trajet_sem_tous,6,57
3678189,2027-11-20,homme,10trajet_sem_tous,16,31
6609707,2027-06-06,,2trajet_sem_meca,3,28
455556,2027-09-20,femme,10trajet_sem_tous,16,32
13436803,2027-09-04,homme,illimité,25,38
29997281,2027-09-22,,10trajet_sem_tous,16,33
21825793,2027-09-16,homme,2trajet_sem_tous,6,24
9597419,2027-08-01,homme,2trajet_sem_tous,6,41
22151631,2027-08-09,femme,2trajet_sem_meca,3,23
20725428,2027-06-26,,2trajet_sem_meca,3,36
17303484,2027-08-28,femme,2trajet_sem_meca,3,20
16425657,2027-08-19,,2trajet_sem_meca,3,41
4662686,2028-06-03,femme,2trajet_sem_tous,6,32
10777549,2028-03-19,homme,10trajet_sem_tous,16,35
26466769,2027-12-04,femme,2trajet_sem_tous,6,43
28767858,2028-03-25,femme,2trajet_sem_meca,3,23
7128006,2028-06-01,femme,10trajet_sem_tous,16,33
27893799,2027-10-09,femme,2trajet_sem_tous,6,28
21945117,2028-02-21,femme,2trajet_sem_tous,6,38
568207,2027-06-22,femme,2trajet_sem_tous,6,43
28339575,2027-09-28,homme,2trajet_sem_meca,3,24
27378379,2027-09-26,homme,2trajet_sem_tous,6,34
20598619,2028-03-25,femme,illimité,25,39
8347905,2028-03-28,femme,10trajet_sem_meca,8,29
3878973,2027-08-06,femme,2trajet_sem_meca,3,32
6344177,2027-08-23,femme,2trajet_sem_meca,3,24
16378456,2027-09-02,femme,2trajet_sem_tous,6,37
17079532,2027-08-03,homme,2trajet_sem_meca,3,29
16136690,2028-02-24,femme,10trajet_sem_tous,16,36
9085284,2028-04-29,non-binaire,2trajet_sem_meca,3,27
9946061,2027-08-31,homme,illimité,25,41
9671205,2027-12-01,homme,2trajet_sem_tous,6,62
23601401,2027-09-02,,2trajet_sem_tous,6,44
25746763,2027-11-02,femme,2trajet_sem_tous,6,37
17200040,2027-09-04,femme,2trajet_sem_tous,6,52
4458455,2027-09-10,femme,2trajet_sem_meca,3,29
5161643,2027-08-25,homme,2trajet_sem_meca,3,21
7883365,2027-09-13,femme,2trajet_sem_tous,6,22
7533685,2027-07-21,non-binaire,2trajet_sem_tous,6,43
12304572,2027-09-13,homme,2trajet_sem_tous,6,47
7056296,2028-02-11,,2trajet_sem_tous,6,42
299486,2028-05-14,homme,2trajet_sem_meca,3,27
1524880,2028-03-19,homme,2trajet_sem_meca,3,22
8403,2027-06-24,non-binaire,10trajet_sem_meca,8,25
11245700,2027-09-14,femme,10trajet_sem_tous,16,33
11377445,2027-10-14,homme,2trajet_sem_tous,6,37
25295724,2028-04-28,homme,2trajet_sem_meca,3,26
13103897,2027-06-30,,10trajet_sem_meca,8,21
5084227,2027-12-23,homme,10trajet_sem_meca,8,21
16813257,2027-06-24,homme,2trajet_sem_tous,6,39
336852,2027-07-18,non-binaire,2trajet_sem_tous,6,42
13869759,2027-10-22,femme,2trajet_sem_meca,3,22
26670411,2027-06-06,non-binaire,2trajet_sem_tous,6,42
29205715,2027-11-09,,2trajet_sem_tous,6,33
10149615,2027-07-13,femme,2trajet_sem_meca,3,19
27548418,2027-08-18,homme,2trajet_sem_tous,6,37
29332113,2027-07-20,femme,2trajet_sem_tous,6,50
